index,gdp,gdp_trend,gdp_cycle,price,price_trend,price_cycle
1992-06-30,443963.8,439873.18986966857,0.9299521372383435,94.35103652822175,93.19789808832185,1.2373009086611653
1992-09-30,445645.2,441851.64731747436,0.8585580037002716,94.20822998493963,93.58100981701512,0.6702430003170168
1992-12-31,442920.2,443699.9598210803,-0.17574034070112488,94.49766305809733,93.9416126816385,0.5919106140356067
1993-03-31,445162.3,445443.93774901505,-0.063226306421027,94.77663122307685,94.27919002878875,0.5276256553924608
1993-06-30,441409.6,447108.90411991905,-1.274701547520618,95.1489311288833,94.59357273654791,0.5870994997536627
1993-09-30,439390.1,448720.00592883985,-2.079226645918575,95.8760466290742,94.88490258374449,1.044575078163712
1993-12-31,441089.0,450298.8281057502,-2.045270280736178,95.53010375943099,95.15366844820215,0.39560777568312666
1994-03-31,446307.3,451861.124389417,-1.2290998471978898,95.91281618697371,95.40097867277288,0.5365118066099184
1994-06-30,443743.5,453416.89237604116,-2.133443314242145,95.88012720313218,95.6281768723782,0.2634687170604666
1994-09-30,448944.9,454972.6585215802,-1.3248617051334954,95.87576491715595,95.83692656038606,0.040525461493601256
1994-12-31,447168.4,456528.90341175674,-2.0503638086884046,96.29656256998145,96.02904871912108,0.2785759667814913
1995-03-31,452112.9,458082.340283217,-1.3031369599461717,96.11336428016223,96.20638860488086,-0.09669246093487738
1995-06-30,456276.0,459623.83205797494,-0.7283852194924223,95.84704510823053,96.37095867011975,-0.5436425756462415
1995-09-30,461708.6,461140.51075786725,0.12319222208412306,95.90897084092444,96.52471322708925,-0.6379116451930678
1995-12-31,462859.0,462617.4160096945,0.052221118778716935,95.76360141101365,96.66927914206462,-0.9368826778153538
1996-03-31,466619.8,464039.9424960338,0.5559559140726922,95.77914661619492,96.80589844232976,-1.0606294065299227
1996-06-30,472493.5,465393.635889456,1.525561065521397,95.97992159220264,96.93524710658659,-0.9855295600923131
1996-09-30,473142.5,466665.65427347214,1.3878985237538721,96.10934215468451,97.0573593936457,-0.9767597685366725
1996-12-31,478466.0,467847.59314666246,2.269629470982193,96.29682003392925,97.17167248387113,-0.900316344855645
1997-03-31,479683.8,468935.09603618656,2.292151740117143,96.34728705293564,97.27703104685267,-0.9557692950859287
1997-06-30,476016.7,469930.44297348766,1.2951399760359195,97.87508019298089,97.37173296939886,0.5169336194727148
1997-09-30,477002.5,470842.63192998635,1.3082647263193525,98.14320390429543,97.45349504832214,0.7077312677511438
1997-12-31,477203.6,471684.4647877446,1.1700905211578183,98.32862727431443,97.5203486724496,0.8288307136592232
1998-03-31,471369.7,472472.5933463682,-0.23343012100590643,98.21873172821184,97.57075629864337,0.6641082370881124
1998-06-30,469286.6,473227.11886496993,-0.8326908386867671,98.20732896689901,97.60368555789177,0.6184637450490582
1998-09-30,470143.1,473967.45329432195,-0.8068809931442988,97.94309354278255,97.61850906582656,0.3325030058972889
1998-12-31,473939.0,474710.5457609057,-0.16252972844094105,98.86234458593071,97.61497671521015,1.2778447659314907
1999-03-31,467409.3,475470.9551703935,-1.6955094906910717,98.1184618179695,97.59304126410296,0.5383791170567864
1999-06-30,469175.1,476262.7582123568,-1.4881823300566754,97.94140330699133,97.55343507548469,0.3976981755757114
1999-09-30,471675.4,477094.9930418859,-1.1359568054427394,97.94343753371389,97.49721890018111,0.45767319167291376
1999-12-31,471846.4,477972.2680276883,-1.2816367051934119,97.86217627704019,97.42569596916282,0.4480135384565598
2000-03-31,479857.5,478895.8042928206,0.20081522923331985,97.51692172069227,97.34044840004631,0.18129495348191416
2000-06-30,482130.7,479862.9942928218,0.472573574988866,97.24330309540035,97.24333111064047,-2.88094204492495e-05
2000-09-30,482254.0,480871.8315430479,0.2874296987862568,97.31022375666701,97.1363093145795,0.1790416408804285
2000-12-31,486940.9,481921.72687492205,1.041491355375368,97.09651923632873,97.02134820798818,0.07747885360178675
2001-03-31,490555.9,483012.9549751529,1.561644454284905,97.11593807072752,96.90052168351757,0.2223067362975728
2001-06-30,486874.1,484148.9275136526,0.562878967912317,96.54514531982153,96.77595061571148,-0.23849447556083536
2001-09-30,481569.6,485337.7705009737,-0.776401658804371,96.6099101502205,96.64989051435572,-0.04136617633238027
2001-12-31,479927.4,486589.3131804724,-1.3691038828881008,96.1964339401146,96.5244526359263,-0.33982963575968084
2002-03-31,480737.2,487911.0296889422,-1.4703151296898698,95.7790882187477,96.40172324917164,-0.6458754153331858
2002-06-30,484632.7,489306.2304674385,-0.9551340605194913,95.71406726403903,96.2835836111553,-0.591498909529864
2002-09-30,486155.2,490773.74231346155,-0.9410736384734331,95.84279918596364,96.17152583204674,-0.34181286325557503
2002-12-31,487507.2,492309.47106796934,-0.9754577862481018,95.664017087038,96.06668607429856,-0.41915569664714436
2003-03-31,487811.8,493906.43598297355,-1.2339656945032473,95.54517797716017,95.9699950462095,-0.442656133143271
2003-06-30,491165.7,495554.65489106847,-0.8856651527233139,95.48123746678925,95.8821317879613,-0.4181116060900769
2003-09-30,492613.6,497240.3364773588,-0.9304829351006405,95.60930052538106,95.80350982906752,-0.20271627212089527
2003-12-31,497973.7,498946.9463301425,-0.19506008350204107,95.36358558024703,95.73429214009101,-0.3872244224687127
2004-03-31,501630.7,500655.0583274191,0.19487302811647123,95.41157515795243,95.67452031077987,-0.27483299835036057
2004-06-30,501713.3,502344.6380682317,-0.12567827351745997,95.18228727596777,95.62400423928219,-0.46193104631876425
2004-09-30,504781.9,503996.260927669,0.1558819247755805,95.50909410882998,95.5823894830256,-0.07668292725473425
2004-12-31,503801.8,505590.107694527,-0.35370701825667705,95.8632607301753,95.54904552633562,0.32885226860071004
2005-03-31,506396.9,507106.85018202185,-0.14000011669473844,95.44492059810368,95.52329604392895,-0.08204851493947007
2005-06-30,510351.6,508526.0425110605,0.3589899702923782,95.08223260247068,95.50466109502474,-0.44231191201626885
2005-09-30,515527.7,509826.7950836865,1.1182042551093785,95.20895970606716,95.49261175418846,-0.297040831652462
2005-12-31,516420.3,510989.35927537363,1.0628285356720335,95.13046600498859,95.48635507817775,-0.37271196800608974
2006-03-31,517213.6,511997.54952716845,1.0187647338641748,95.31125938144872,95.4849208412202,-0.1818731777138538
2006-06-30,518061.9,512838.57461807004,1.0185125769488046,95.24868172172228,95.48711638687261,-0.2497034931752462
2006-09-30,517025.7,513502.9033586231,0.6860324680416863,95.80929079060589,95.49164052027945,0.3326472019914428
2006-12-31,523952.4,513984.26913773565,1.939384424933266,95.46354798054695,95.49704302491936,-0.03507443090533524
2007-03-31,527420.4,514278.60709221684,2.5553839351957874,95.21094778200695,95.50207221569005,-0.3048357244286759
2007-06-30,527668.1,514388.0824406652,2.581711748904403,95.18208455552902,95.50545547308643,-0.3385889486161697
2007-09-30,524805.2,514323.07402224664,2.0380431108754538,95.67597778690333,95.50573822483236,0.1782506111519755
2007-12-31,527030.6,514102.2606871015,2.514740801882409,95.93054328371234,95.50126379182826,0.4495013729030939
2008-03-31,528892.3,513750.8726141067,2.947231468211342,96.14672642856125,95.49048189470085,0.6872355451971179
2008-06-30,525891.4,513302.22019420925,2.452586275786528,96.44581144265356,95.47211055375938,1.0198799243533063
2008-09-30,519335.3,512799.07721047266,1.274616722222488,97.7436504034613,95.44527794214676,2.408052562545504
2008-12-31,506486.2,512292.0856833388,-1.133315513862454,96.92872997660061,95.40972079606145,1.5920905835014931
2009-03-31,482133.8,511835.972772493,-5.803064722396023,96.04646487244281,95.36661233449027,0.7128831792493795
2009-06-30,491599.0,511481.8369590685,-3.8873006864287962,95.54776330123839,95.3180751571578,0.240970187135936
2009-09-30,491380.6,511262.2128662155,-3.888731137542145,95.54266478320086,95.26665677162494,0.28972152579844757
2009-12-31,497444.3,511197.2083439855,-2.6903332255154178,94.96385659142373,95.21504824054247,-0.26381507310079266
2010-03-31,502679.8,511294.50523438794,-1.684881246755976,95.21106039983938,95.16611313156847,0.047230328939429356
2010-06-30,508716.0,511553.18981171737,-0.5546226410515831,94.78312348744197,95.1225580175803,-0.35683915278602596
2010-09-30,517945.5,511966.9641594965,1.1677581287532046,94.57544345743104,95.087117563498,-0.5381108599966433
2010-12-31,513717.2,512527.7571176158,0.23207384690215882,94.69716416518247,95.06231428766026,-0.38411659258876796
2011-03-31,508272.1,513231.2341108664,-0.9662572698751926,94.70977350455676,95.05035091208957,-0.3583126251136104
2011-06-30,503906.6,514073.8039658409,-1.9777712630765554,94.41747477020783,95.05320193998193,-0.668811946151493
2011-09-30,516162.3,515048.7760503128,0.21619776639920651,94.70903817305175,95.07262901365367,-0.38243482311791643
2011-12-31,515431.5,516143.10522957734,-0.1378697540211915,94.39715635190623,95.10999644593997,-0.749490191011537
2012-03-31,522507.6,517344.44232139876,0.9980116255687177,95.01055399585022,95.16644130540061,-0.16380491632563832
2012-06-30,517817.9,518639.9933902724,-0.15850944793101007,94.58347714531318,95.24265513553655,-0.6921037525521645
2012-09-30,515882.5,520020.1914742428,-0.795679002869587,94.30871811340897,95.3392320502804,-1.080891795234884
2012-12-31,515505.6,521474.9558029856,-1.1447061333547226,94.16420300621473,95.45635417732075,-1.3536565294602565
2013-03-31,522589.7,522991.619549005,-0.07685009357349948,94.37554330940354,95.59355957313564,-1.2741614279989544
2013-06-30,527317.3,524553.7850374285,0.5268315740728724,94.31779550911295,95.74957869972114,-1.4953415044241414
2013-09-30,532398.9,526144.8033936654,1.1886645208686542,95.14218310792785,95.9223807589085,-0.8133635183030008
2013-12-31,531782.2,527749.7529399765,0.7640831734282427,95.49749890785408,96.10904008803493,-0.636299332113488
2014-03-31,536082.4,529357.6208090021,1.270365992034006,95.81260467417853,96.30614340090577,-0.5124685812334162
2014-06-30,526349.8,530959.9144127943,-0.8682603502926822,97.67556274658402,96.50989519808877,1.2078217949596626
2014-09-30,526843.3,532552.3441503998,-1.0720155892858907,98.34375759335671,96.71619151844743,1.6828268869528928
2014-12-31,529350.2,534127.7390993573,-0.8944562788319455,97.96277421761222,96.92165694306308,1.0741843540301277
2015-03-31,537485.6,535675.3601846119,0.3379359869687182,98.01821279303685,97.12393328181386,0.9207612181728164
2015-06-30,538243.9,537181.4823691715,0.1977762945481576,98.24062754999564,97.32131304287452,0.9446178626012935
2015-09-30,538726.9,538633.5120159285,0.01733794537253086,98.44394325023676,97.51264765911435,0.9550510764286146
2015-12-31,537938.6,540019.519498795,-0.38534153371463375,98.19589379287068,97.6973631349695,0.5102805663367294
2016-03-31,541842.1,541327.6335591727,0.09503790476106388,98.05172089434377,97.87546753462067,0.18007920080767015
2016-06-30,541089.6,542544.6823637764,-0.2681958576087884,97.87502262899311,98.04728050390963,-0.1756885800719976
2016-09-30,542035.8,543657.8156208468,-0.2983523043800007,97.97710754470178,98.21323184702796,-0.24042005123500187
2016-12-31,542890.9,544653.2736121467,-0.3235771632214113,98.49611345290425,98.37364370699538,0.12449446954883037
2017-03-31,547244.7,545516.2828596759,0.316840614044267,98.38588851498785,98.5286906491427,-0.14493457003641463
2017-06-30,549551.5,546230.9684019266,0.6078988175621136,98.27396992932381,98.6786237823919,-0.4100724529361388
2017-09-30,553719.9,546782.5355381035,1.268761163900245,98.57709463830913,98.8236049643311,-0.24944478205478626
2017-12-31,554307.0,547158.2648996608,1.3065205369145128,99.06337423750792,98.96354314389029,0.10087663643214562
2018-03-31,555011.0,547349.772970841,1.3996949313738183,99.65588064844758,99.09819320104575,0.5627624776875839
2018-06-30,557177.0,547353.1441953249,1.7947929794241757,98.93888668579386,99.22737241020725,-0.29073200005820254
2018-09-30,553131.0,547169.2512836865,1.089562087476037,99.6776289677815,99.35124660043921,0.32851361055881156
2018-12-31,552078.1,546805.106856378,0.964327706070045,99.92856998500456,99.46980129722823,0.4612140386261343
2019-03-31,554673.7,546271.4496267992,1.5381090076995507,99.95660691935579,99.58322601504048,0.3749435715799443
2019-06-30,557509.9,545582.3139290645,2.186212009886801,99.67022791649367,99.691996998772,-0.021836338857361692
2019-09-30,557576.6,544756.9855037716,2.3532721630679543,100.01127176590201,99.79682385638392,0.2148845035656599
2019-12-31,542318.9,543822.2048328121,-0.27643314661529583,100.42901752677635,99.89840259016103,0.5311545759066894
2020-03-31,544665.7,542812.7246571378,0.3413654947076905,100.62495051476786,99.99756323233149,0.6274025707793784
2020-06-30,501370.3,541762.3581521801,-7.455678222080175,99.80320576068512,100.09546744945894,-0.2919829401080487
2020-09-30,527957.4,540706.0766029595,-2.357783120000123,100.04496253656094,100.1936690251585,-0.14841904687632468
2020-12-31,537791.8,539653.6062581518,-0.3450002439641109,99.49535937957937,100.29353907948983,-0.7958435879681591
2021-03-31,534867.8,538606.705443556,-0.694181005503236,100.09026813601075,100.39635579095719,-0.304879248390022
2021-06-30,537992.3,537565.9688560602,0.07930768847721481,99.07197965796097,100.50289847575235,-1.4237587567055177
2021-09-30,534176.4,536529.6543766498,-0.43860658165927324,99.87765629061018,100.61375514528277,-0.731608569434361
2021-12-31,540210.6,535496.2863432749,0.880363464127365,99.99597315091803,100.72861948669478,-0.727346745652091
